source_line,date,anomaly_c,repaired_swap,was_outlier
156,1893-03-01,-0.681,False,False
157,1893-04-01,-0.525,False,False
158,1893-05-01,-0.662,False,False
159,1893-07-01,-0.533,True,False
160,1893-08-01,-0.715,False,False
161,1893-09-01,-0.59,False,False
162,1893-10-01,-0.64,False,False
163,1893-11-01,-0.599,False,False
164,1893-12-01,-0.494,False,False
165,1894-01-01,-0.64,False,False
166,1894-02-01,-0.654,False,False
167,1894-03-01,,False,False
168,1894-04-01,-0.633,False,False
169,1894-05-01,-0.579,False,False
170,1894-06-01,-0.563,False,False
171,1894-07-01,-0.593,False,False
219,1894-08-01,-0.573,False,False
210,1894-09-01,-0.655,False,False
191,1894-10-01,-0.546,False,False
180,1894-12-01,-0.418,False,False
201,1895-01-01,-0.559,False,False
211,1895-02-01,-0.652,False,False
185,1895-03-01,-0.65,False,False
172,1895-04-01,-0.518,False,False
215,1895-05-01,-0.581,False,False
182,1895-06-01,-0.523,False,False
207,1895-07-01,-0.566,False,False
196,1895-08-01,-0.634,False,False
198,1895-09-01,-0.714,False,False
216,1895-11-01,-0.68,False,False
194,1896-01-01,-0.582,False,False
212,1896-02-01,-0.673,False,False
188,1896-03-01,-0.54,False,False
173,1896-04-01,-0.516,False,False
213,1896-05-01,-0.623,False,False
208,1896-06-01,-0.56,False,False
195,1896-08-01,-0.709,False,False
176,1896-09-01,-0.61,False,False
214,1896-10-01,-0.596,False,False
193,1896-11-01,-0.55,False,False
202,1896-12-01,-0.53,False,False
175,1897-01-01,,False,True
217,1897-02-01,-0.638,False,False
200,1897-03-01,-0.502,False,False
183,1897-04-01,-0.495,False,False
206,1897-05-01,-0.5,False,False
209,1897-07-01,-0.538,False,False
186,1897-08-01,-0.52,False,False
203,1897-09-01,-0.548,False,False
187,1897-10-01,-0.579,False,False
204,1897-11-01,-0.648,False,False
221,1897-12-01,-0.543,False,False
177,1898-01-01,-0.64,False,False
178,1898-02-01,-0.571,False,False
205,1898-03-01,,False,False
197,1898-04-01,-0.519,False,False
179,1898-05-01,-0.346,False,False
184,1898-06-01,-0.698,True,False
199,1898-07-01,-0.518,False,False
181,1898-08-01,-0.726,False,False
218,1898-09-01,-0.652,False,False
190,1898-10-01,-0.533,False,False
174,1898-11-01,-0.61,False,False
192,1898-12-01,-0.68,False,False
220,1899-02-01,-0.49,False,False
189,1899-03-01,-0.581,False,False
223,1899-04-01,-0.498,False,False
253,1899-05-01,-0.52,False,False
239,1899-06-01,-0.59,False,False
234,1899-07-01,-0.391,False,False
245,1899-08-01,-0.536,False,False
257,1899-09-01,-0.766,False,False
231,1899-10-01,-0.595,False,False
271,1899-11-01,-0.655,False,False
225,1899-12-01,-0.515,False,False
241,1900-01-01,-0.62,False,False
264,1900-02-01,-0.54,False,False
230,1900-03-01,-0.472,False,False
236,1900-04-01,-0.435,False,False
267,1900-05-01,-0.606,False,False
255,1900-06-01,,False,True
232,1900-07-01,-0.59,False,False
266,1900-08-01,-0.628,False,False
275,1900-09-01,-0.452,False,False
273,1900-10-01,,False,True
235,1900-11-01,-0.692,False,False
244,1900-12-01,-0.499,False,False
274,1901-01-01,-0.38,False,False
240,1901-02-01,-0.438,False,False
224,1901-03-01,-0.623,False,False
263,1901-05-01,,False,True
258,1901-06-01,-0.574,False,False
228,1901-07-01,-0.506,False,False
249,1901-08-01,-0.503,False,False
256,1901-09-01,-0.66,False,False
226,1901-10-01,-0.593,True,False
248,1901-11-01,-0.84,False,False
237,1901-12-01,-0.644,False,False
254,1902-01-01,-0.556,False,False
250,1902-02-01,-0.61,False,False
259,1902-03-01,-0.36,False,False
238,1902-04-01,-0.598,False,False
261,1902-05-01,-0.524,False,False
272,1902-06-01,-0.496,False,False
252,1902-07-01,-0.415,False,False
269,1902-08-01,-0.67,False,False
233,1902-09-01,-0.479,False,False
268,1902-10-01,-0.58,False,False
278,1902-11-01,-0.649,False,False
265,1902-12-01,-0.514,False,False
247,1903-01-01,-0.51,False,False
227,1903-02-01,-0.548,False,False
229,1903-03-01,-0.475,False,False
243,1903-04-01,-0.504,False,False
260,1903-05-01,-0.47,False,False
318,1903-06-01,-0.443,False,False
289,1903-07-01,-0.393,False,False
305,1903-08-01,-0.643,False,False
277,1903-09-01,-0.391,True,False
302,1903-11-01,-0.572,False,False
292,1903-12-01,-0.494,False,False
291,1904-01-01,-0.493,False,False
317,1904-02-01,-0.539,False,False
288,1904-03-01,-0.49,False,False
313,1904-04-01,-0.502,False,False
279,1904-05-01,-0.515,False,False
315,1904-06-01,-0.418,False,False
295,1904-07-01,-0.481,False,False
296,1904-08-01,-0.589,False,False
293,1904-09-01,-0.479,False,False
308,1904-10-01,-0.533,False,False
319,1904-11-01,-0.485,False,False
321,1904-12-01,-0.48,False,False
281,1905-01-01,,False,True
301,1905-02-01,-0.523,False,False
262,1905-03-01,-0.4,False,False
304,1905-04-01,-0.403,False,False
287,1905-05-01,-0.459,False,False
311,1905-06-01,-0.466,False,False
297,1905-07-01,-0.4,False,False
246,1905-08-01,,False,False
300,1905-09-01,,False,True
242,1905-10-01,-0.563,False,False
312,1905-11-01,-0.556,False,False
299,1905-12-01,-0.432,False,False
283,1906-01-01,-0.428,False,False
307,1906-02-01,-0.403,False,False
303,1906-03-01,-0.345,False,False
290,1906-04-01,-0.44,False,False
282,1906-05-01,-0.393,False,False
298,1906-06-01,-0.489,True,False
285,1906-08-01,-0.523,False,False
314,1906-09-01,-0.523,False,False
316,1906-10-01,-0.489,False,False
322,1906-11-01,-0.594,False,False
280,1906-12-01,-0.342,False,False
306,1907-01-01,-0.564,False,False
310,1907-02-01,-0.555,False,False
286,1907-04-01,-0.368,False,False
294,1907-05-01,-0.39,False,False
284,1907-06-01,-0.404,False,False
276,1907-07-01,-0.479,False,False
320,1907-08-01,-0.574,False,False
270,1907-09-01,-0.514,False,False
323,1907-10-01,-0.58,False,False
324,1907-11-01,-0.44,False,False
325,1907-12-01,-0.511,False,False
326,1908-01-01,-0.539,False,False
327,1908-02-01,-0.473,False,False
328,1908-03-01,-0.395,False,False
329,1908-04-01,-0.465,False,False
330,1908-05-01,,False,True
331,1908-06-01,-0.424,False,False
332,1908-07-01,-0.448,False,False
333,1908-08-01,-0.532,False,False
334,1908-09-01,-0.55,True,False
335,1908-10-01,-0.5,False,False
336,1908-11-01,-0.623,False,False
337,1908-12-01,-0.601,False,False
339,1909-01-01,-0.52,False,False
340,1909-02-01,-0.454,False,False
341,1909-03-01,,False,False
342,1909-04-01,,False,False
343,1909-05-01,-0.35,False,False
344,1909-06-01,-0.446,False,False
345,1909-07-01,-0.459,False,False
346,1909-08-01,-0.562,False,False
347,1909-09-01,,False,True
348,1909-10-01,-0.528,False,False
349,1909-11-01,-0.471,False,False
350,1909-12-01,-0.544,False,False
351,1910-01-01,-0.41,False,False
352,1910-02-01,-0.304,False,False
353,1910-03-01,,False,True
354,1910-04-01,-0.37,False,False
355,1910-05-01,-0.35,False,False
356,1910-06-01,-0.455,False,False
357,1910-07-01,-0.429,False,False
358,1910-08-01,,False,False
359,1910-09-01,-0.48,False,False
360,1910-10-01,-0.556,False,False
361,1910-11-01,-0.485,False,False
362,1910-12-01,-0.428,False,False
363,1911-01-01,-0.325,False,False
364,1911-02-01,-0.339,False,False
365,1911-03-01,-0.224,False,False
366,1911-04-01,-0.45,False,False
367,1911-05-01,-0.325,False,False
368,1911-06-01,-0.4,False,False
369,1911-07-01,-0.261,False,False
370,1911-08-01,-0.525,False,False
371,1911-09-01,-0.545,False,False
372,1911-10-01,-0.532,False,False
373,1911-11-01,-0.646,True,False
374,1911-12-01,-0.499,False,False
375,1912-01-01,-0.492,False,False
376,1912-02-01,-0.393,False,False
377,1912-03-01,-0.359,False,False
378,1912-04-01,-0.228,False,False
379,1912-05-01,-0.308,False,False
380,1912-06-01,-0.448,False,False
381,1912-07-01,-0.498,False,False
382,1912-08-01,-0.411,False,False
383,1912-09-01,-0.573,False,False
384,1912-10-01,-0.33,False,False
385,1912-11-01,-0.371,False,False
386,1912-12-01,-0.484,False,False
387,1913-01-01,-0.558,False,False
388,1913-02-01,-0.286,False,False
389,1913-03-01,-0.385,False,False
390,1913-04-01,-0.269,False,False
391,1913-05-01,-0.501,False,False
392,1913-06-01,-0.439,False,False
393,1913-07-01,-0.415,False,False
394,1913-08-01,-0.436,False,False
395,1913-09-01,-0.493,False,False
396,1913-10-01,,False,True
397,1913-11-01,-0.54,False,False
398,1914-01-01,-0.4,False,False
399,1914-02-01,-0.343,False,False
400,1914-03-01,-0.308,False,False
401,1914-04-01,,False,False
402,1914-05-01,-0.486,False,False
403,1914-06-01,-0.278,False,False
404,1914-07-01,-0.378,False,False
405,1914-08-01,-0.489,False,False
406,1914-09-01,-0.322,False,False
407,1914-10-01,-0.443,False,False
408,1914-11-01,-0.35,False,False
409,1914-12-01,-0.42,False,False
410,1915-01-01,-0.235,False,False
411,1915-02-01,-0.233,False,False
412,1915-03-01,-0.374,False,False
413,1915-04-01,-0.269,False,False
414,1915-05-01,-0.301,False,False
415,1915-06-01,-0.261,False,False
417,1915-07-01,-0.471,False,False
418,1915-08-01,-0.363,False,False
419,1915-09-01,-0.351,False,False
420,1915-10-01,-0.582,False,False
421,1915-11-01,-0.529,False,False
422,1915-12-01,-0.578,False,False
423,1916-01-01,-0.411,False,False
424,1916-02-01,-0.306,False,False
425,1916-03-01,-0.224,False,False
426,1916-04-01,-0.33,False,False
427,1916-05-01,-0.212,False,False
428,1916-06-01,-0.47,False,False
429,1916-07-01,-0.52,False,False
430,1916-08-01,-0.412,False,False
431,1916-10-01,-0.434,False,False
432,1916-11-01,-0.589,True,False
433,1916-12-01,-0.412,False,False
434,1917-01-01,-0.483,False,False
435,1917-02-01,-0.299,False,False
436,1917-03-01,-0.304,False,False
437,1917-05-01,-0.373,False,False
438,1917-06-01,,False,False
439,1917-07-01,-0.378,False,False
440,1917-09-01,-0.494,False,False
441,1917-10-01,,False,True
442,1917-11-01,-0.455,False,False
443,1917-12-01,-0.46,False,False
444,1918-01-01,,False,False
445,1918-03-01,-0.37,False,False
446,1918-04-01,-0.411,False,False
447,1918-05-01,-0.164,False,False
448,1918-06-01,-0.336,False,False
449,1918-07-01,-0.419,False,False
450,1918-08-01,-0.37,False,False
451,1918-09-01,-0.413,False,False
452,1918-10-01,-0.428,False,False
453,1918-11-01,-0.353,False,False
454,1918-12-01,-0.323,False,False
455,1919-01-01,-0.4,False,False
456,1919-02-01,-0.378,False,False
457,1919-03-01,-0.334,False,False
458,1919-04-01,,False,False
459,1919-05-01,-0.432,False,False
460,1919-06-01,-0.219,False,False
461,1919-07-01,-0.221,False,False
462,1919-08-01,-0.396,False,False
463,1919-10-01,-0.375,False,False
464,1919-11-01,-0.146,False,False
465,1919-12-01,-0.283,False,False
466,1920-01-01,-0.36,False,False
467,1920-02-01,-0.398,False,False
468,1920-03-01,-0.43,False,False
469,1920-04-01,-0.278,False,False
470,1920-05-01,-0.361,False,False
471,1920-06-01,-0.431,False,False
472,1920-07-01,-0.393,False,False
473,1920-08-01,-0.452,False,False
474,1920-09-01,-0.248,False,False
475,1920-10-01,,False,False
476,1920-11-01,-0.382,False,False
477,1920-12-01,,False,True
478,1921-01-01,,False,False
479,1921-02-01,-0.38,False,False
480,1921-03-01,-0.17,False,False
481,1921-04-01,-0.241,False,False
482,1921-05-01,-0.373,False,False
483,1921-06-01,-0.322,False,False
484,1921-07-01,-0.401,False,False
485,1921-08-01,,False,True
486,1921-09-01,-0.299,False,False
487,1921-11-01,-0.483,False,False
488,1921-12-01,-0.31,False,False
489,1922-01-01,-0.378,False,False
490,1922-02-01,-0.339,False,False
491,1922-03-01,-0.328,False,False
492,1922-04-01,-0.342,False,False
493,1922-05-01,-0.275,False,False
494,1922-06-01,-0.363,False,False
495,1922-07-01,-0.299,False,False
496,1922-08-01,-0.349,False,False
497,1922-09-01,-0.381,False,False
498,1922-10-01,-0.441,False,False
499,1922-11-01,-0.41,False,False
500,1922-12-01,-0.281,False,False
501,1923-01-01,-0.275,False,False
502,1923-02-01,-0.368,False,False
503,1923-03-01,-0.263,False,False
504,1923-04-01,-0.203,False,False
505,1923-05-01,-0.402,False,False
506,1923-06-01,-0.243,False,False
507,1923-07-01,-0.363,False,False
508,1923-08-01,-0.289,False,False
509,1923-09-01,-0.413,False,False
510,1923-10-01,,False,False
511,1923-11-01,-0.48,False,False
512,1923-12-01,-0.33,False,False
513,1924-01-01,-0.284,False,False
514,1924-02-01,,False,True
515,1924-03-01,-0.209,False,False
516,1924-04-01,-0.385,False,False
528,1924-05-01,-0.263,False,False
564,1924-06-01,-0.373,False,False
565,1924-07-01,-0.352,False,False
561,1924-08-01,-0.32,False,False
527,1924-09-01,-0.41,False,False
562,1924-10-01,-0.378,False,False
531,1924-11-01,-0.259,False,False
556,1924-12-01,-0.37,False,False
553,1925-01-01,-0.228,False,False
547,1925-03-01,-0.21,False,False
537,1925-04-01,-0.13,False,False
551,1925-05-01,-0.445,False,False
566,1925-06-01,-0.329,False,False
558,1925-07-01,-0.243,False,False
546,1925-08-01,-0.33,False,False
521,1925-09-01,-0.301,False,False
548,1925-10-01,-0.385,False,False
525,1925-11-01,-0.322,False,False
529,1925-12-01,-0.322,False,False
533,1926-01-01,-0.191,False,False
543,1926-02-01,-0.238,False,False
545,1926-03-01,-0.212,False,False
539,1926-04-01,-0.264,False,False
519,1926-05-01,-0.276,False,False
552,1926-06-01,-0.289,False,False
530,1926-07-01,-0.25,False,False
526,1926-08-01,-0.34,False,False
534,1926-09-01,-0.3,False,False
538,1926-10-01,-0.16,False,False
542,1926-11-01,,False,True
518,1927-01-01,,False,True
517,1927-02-01,-0.28,False,False
523,1927-03-01,-0.391,False,False
524,1927-04-01,-0.302,False,False
549,1927-05-01,,False,False
536,1927-07-01,-0.27,False,False
541,1927-08-01,-0.158,False,False
535,1927-09-01,-0.284,False,False
560,1927-10-01,,False,False
563,1927-11-01,-0.242,False,False
550,1927-12-01,,False,False
540,1928-01-01,-0.244,False,False
559,1928-02-01,-0.175,False,False
557,1928-03-01,-0.336,False,False
522,1928-04-01,,False,False
554,1928-05-01,-0.189,False,False
555,1928-06-01,-0.27,False,False
532,1928-07-01,-0.21,False,False
544,1928-08-01,-0.1,False,False
520,1928-09-01,-0.285,False,False
567,1928-10-01,-0.285,False,False
568,1928-11-01,-0.334,False,False
569,1928-12-01,-0.346,False,False
570,1929-01-01,-0.186,False,False
571,1929-02-01,-0.295,False,False
572,1929-03-01,-0.202,False,False
573,1929-04-01,-0.238,False,False
574,1929-05-01,-0.17,False,False
575,1929-06-01,-0.196,False,False
576,1929-07-01,-0.164,False,False
577,1929-08-01,-0.312,False,False
578,1929-09-01,,False,False
579,1929-10-01,-0.373,False,False
580,1929-11-01,-0.323,False,False
581,1929-12-01,-0.238,False,False
582,1930-02-01,-0.29,False,False
583,1930-03-01,-0.13,False,False
584,1930-04-01,,False,True
585,1930-05-01,-0.162,False,False
586,1930-06-01,-0.062,False,False
587,1930-07-01,-0.299,False,False
588,1930-08-01,-0.36,False,False
589,1930-09-01,-0.421,False,False
590,1930-10-01,,False,True
591,1930-11-01,-0.224,False,False
592,1930-12-01,-0.262,False,False
593,1931-01-01,-0.209,False,False
594,1931-02-01,-0.296,False,False
595,1931-03-01,0.009,False,False
596,1931-04-01,-0.169,False,False
597,1931-05-01,-0.176,False,False
598,1931-06-01,-0.144,False,False
599,1931-07-01,-0.188,False,False
600,1931-08-01,-0.232,False,False
601,1931-09-01,,False,False
602,1931-10-01,-0.236,False,False
603,1931-11-01,-0.115,False,False
604,1931-12-01,-0.139,False,False
605,1932-01-01,-0.094,False,False
606,1932-02-01,-0.236,False,False
607,1932-03-01,-0.255,False,False
608,1932-04-01,-0.178,False,False
609,1932-05-01,-0.17,False,False
610,1932-06-01,-0.104,False,False
611,1932-07-01,-0.351,False,False
612,1932-08-01,-0.118,False,False
613,1932-09-01,-0.27,False,False
614,1932-10-01,-0.3,False,False
615,1932-11-01,-0.34,False,False
616,1932-12-01,-0.369,False,False
617,1933-01-01,-0.145,False,False
618,1933-02-01,-0.179,False,False
619,1933-03-01,-0.269,False,False
620,1933-04-01,-0.261,False,False
622,1933-05-01,-0.191,False,False
623,1933-06-01,-0.048,False,False
624,1933-07-01,-0.226,False,False
625,1933-08-01,-0.35,False,False
626,1933-09-01,-0.266,False,False
627,1933-10-01,-0.274,False,False
628,1933-11-01,-0.461,False,False
629,1933-12-01,-0.23,False,False
630,1934-01-01,-0.218,False,False
631,1934-02-01,-0.118,False,False
632,1934-03-01,-0.01,False,False
633,1934-04-01,-0.06,False,False
634,1934-05-01,-0.175,False,False
635,1934-06-01,-0.259,False,False
636,1934-07-01,0.011,False,False
637,1934-08-01,-0.214,False,False
638,1934-09-01,-0.235,False,False
639,1934-10-01,-0.244,False,False
640,1934-11-01,-0.219,False,False
641,1934-12-01,,False,True
642,1935-01-01,-0.235,False,False
643,1935-02-01,-0.21,False,False
644,1935-03-01,-0.15,False,False
645,1935-04-01,-0.18,False,False
646,1935-05-01,-0.2,False,False
647,1935-06-01,-0.152,False,False
648,1935-07-01,-0.205,False,False
649,1935-08-01,-0.088,False,False
650,1935-09-01,-0.438,False,False
651,1935-10-01,-0.144,False,False
652,1935-11-01,-0.124,False,False
653,1935-12-01,-0.371,False,False
654,1936-01-01,,False,False
655,1936-02-01,-0.183,True,False
656,1936-03-01,,False,False
657,1936-04-01,-0.189,False,False
658,1936-05-01,-0.221,False,False
659,1936-06-01,-0.009,False,False
682,1936-07-01,-0.099,False,False
663,1936-08-01,-0.096,False,False
707,1936-09-01,-0.158,False,False
690,1936-10-01,-0.311,False,False
703,1936-11-01,-0.256,False,False
683,1936-12-01,-0.155,False,False
674,1937-01-01,-0.266,False,False
702,1937-02-01,-0.086,False,False
691,1937-03-01,-0.143,False,False
700,1937-04-01,-0.146,False,False
698,1937-05-01,-0.065,False,False
705,1937-07-01,-0.192,False,False
685,1937-08-01,-0.095,False,False
660,1937-09-01,-0.291,False,False
693,1937-10-01,,True,False
670,1937-11-01,-0.156,False,False
701,1937-12-01,-0.209,False,False
662,1938-02-01,-0.232,False,False
686,1938-03-01,-0.039,False,False
687,1938-04-01,-0.12,False,False
704,1938-05-01,-0.153,False,False
679,1938-06-01,-0.045,False,False
697,1938-07-01,-0.209,False,False
684,1938-08-01,-0.29,False,False
689,1938-10-01,-0.152,False,False
699,1938-11-01,-0.295,False,False
688,1938-12-01,-0.033,False,False
694,1939-01-01,-0.314,False,False
672,1939-02-01,0.014,False,False
669,1939-03-01,-0.086,False,False
661,1939-04-01,-0.103,False,False
680,1939-05-01,-0.144,False,False
681,1939-06-01,-0.086,False,False
676,1939-07-01,-0.145,False,False
696,1939-08-01,-0.078,False,False
668,1939-09-01,-0.175,False,False
706,1939-10-01,-0.178,False,False
695,1939-11-01,-0.211,False,False
678,1939-12-01,-0.17,False,False
675,1940-01-01,-0.112,False,False
664,1940-02-01,-0.248,False,False
671,1940-03-01,-0.2,False,False
667,1940-04-01,-0.025,False,False
665,1940-05-01,-0.08,False,False
673,1940-06-01,-0.122,False,False
677,1940-07-01,-0.13,False,False
692,1940-08-01,-0.128,False,False
708,1940-09-01,-0.216,False,False
666,1940-10-01,-0.241,False,False
710,1940-11-01,-0.156,False,False
711,1940-12-01,-0.231,False,False
712,1941-01-01,-0.094,False,False
713,1941-02-01,-0.24,False,False
714,1941-03-01,0.001,False,False
715,1941-05-01,-0.059,False,False
716,1941-06-01,-0.019,False,False
717,1941-07-01,0.012,False,False
718,1941-08-01,-0.064,False,False
719,1941-09-01,-0.31,False,False
720,1941-10-01,-0.271,False,False
721,1941-11-01,-0.211,False,False
722,1941-12-01,-0.14,False,False
723,1942-01-01,-0.075,False,False
724,1942-02-01,-0.148,False,False
725,1942-03-01,-0.056,False,False
726,1942-04-01,-0.124,False,False
727,1942-05-01,-0.118,False,False
728,1942-06-01,-0.199,False,False
729,1942-07-01,-0.185,False,False
730,1942-08-01,-0.243,False,False
731,1942-09-01,-0.23,False,False
732,1942-10-01,-0.074,False,False
733,1942-11-01,-0.23,False,False
734,1942-12-01,0.079,False,False
735,1943-01-01,-0.066,True,False
736,1943-02-01,-0.065,False,False
737,1943-03-01,-0.129,False,False
738,1943-04-01,,False,False
739,1943-05-01,-0.105,False,False
740,1943-06-01,-0.066,False,False
741,1943-07-01,,False,True
742,1943-08-01,-0.132,False,False
743,1943-09-01,-0.05,False,False
744,1943-10-01,-0.204,False,False
745,1943-11-01,-0.143,False,False
746,1943-12-01,0.021,False,False
747,1944-01-01,-0.145,False,False
748,1944-02-01,0.076,False,False
749,1944-03-01,0.007,False,False
750,1944-04-01,-0.09,False,False
751,1944-05-01,,False,False
752,1944-06-01,0.012,False,False
753,1944-07-01,-0.04,False,False
754,1944-09-01,-0.189,False,False
755,1944-10-01,-0.16,False,False
756,1944-12-01,-0.061,False,False
757,1945-01-01,-0.07,False,False
758,1945-02-01,,False,False
759,1945-03-01,-0.009,False,False
760,1945-04-01,0.017,False,False
761,1945-05-01,0.007,False,False
762,1945-06-01,0.031,False,False
763,1945-07-01,-0.013,False,False
764,1945-08-01,-0.07,False,False
765,1945-09-01,-0.126,False,False
766,1945-10-01,-0.26,False,False
767,1945-11-01,-0.085,False,False
768,1945-12-01,-0.083,False,False
769,1946-01-01,,False,False
770,1946-02-01,-0.15,False,False
771,1946-03-01,-0.115,False,False
772,1946-04-01,0.06,False,False
773,1946-05-01,-0.03,False,False
774,1946-06-01,0.01,False,False
775,1946-07-01,-0.066,False,False
776,1946-08-01,-0.09,False,False
778,1946-09-01,-0.035,False,False
779,1946-10-01,-0.16,False,False
780,1946-11-01,-0.101,False,False
781,1946-12-01,-0.126,False,False
782,1947-01-01,-0.098,False,False
783,1947-02-01,-0.062,True,False
784,1947-03-01,-0.001,False,False
785,1947-04-01,-0.049,False,False
786,1947-05-01,0.084,False,False
787,1947-06-01,-0.106,False,False
788,1947-07-01,-0.073,False,False
789,1947-08-01,,False,False
790,1947-09-01,,False,False
791,1947-10-01,-0.09,False,False
792,1947-11-01,,False,True
793,1947-12-01,-0.198,False,False
794,1948-01-01,-0.032,False,False
795,1948-02-01,0.044,False,False
796,1948-03-01,-0.001,False,False
797,1948-04-01,0.085,False,False
798,1948-05-01,-0.048,False,False
799,1948-06-01,0.089,False,False
800,1948-07-01,0.136,False,False
