date,anomaly_c,z
1896-03,-0.540000,-1.128228
1896-04,-0.516000,-1.082055
1896-05,-0.623000,-1.287910
1896-06,-0.560000,-1.166705
1896-07,-0.633279,-1.307685
1896-08,-0.709000,-1.453363
1896-09,-0.610000,-1.262899
1896-10,-0.596000,-1.235965
1896-11,-0.550000,-1.147467
1896-12,-0.530000,-1.108989
1897-01,-0.584000,-1.212879
1897-02,-0.638000,-1.316768
1897-03,-0.502000,-1.055121
1897-04,-0.495000,-1.041653
1897-05,-0.500000,-1.051273
1897-06,-0.519311,-1.088426
1897-07,-0.538000,-1.124380
1897-08,-0.520000,-1.089750
1897-09,-0.548000,-1.143619
1897-10,-0.579000,-1.203259
1897-11,-0.648000,-1.336007
1897-12,-0.543000,-1.134000
1898-01,-0.640000,-1.320616
1898-02,-0.571000,-1.187868
1898-03,-0.546322,-1.140391
1898-04,-0.519000,-1.087826
1898-05,-0.346000,-0.754995
1898-06,-0.698000,-1.432201
1898-07,-0.518000,-1.085903
1898-08,-0.726000,-1.486069
1898-09,-0.652000,-1.343702
1898-10,-0.533000,-1.114761
1898-11,-0.610000,-1.262899
1898-12,-0.680000,-1.397571
1899-01,-0.585000,-1.214802
1899-02,-0.490000,-1.032034
1899-03,-0.581000,-1.207107
1899-04,-0.498000,-1.047425
1899-05,-0.520000,-1.089750
1899-06,-0.590000,-1.224422
1899-07,-0.391000,-0.841570
1899-08,-0.536000,-1.120532
1899-09,-0.766000,-1.563025
1899-10,-0.595000,-1.234041
1899-11,-0.655000,-1.349474
1899-12,-0.515000,-1.080131
1900-01,-0.620000,-1.282138
1900-02,-0.540000,-1.128228
1900-03,-0.472000,-0.997404
1900-04,-0.435000,-0.926221
1900-05,-0.606000,-1.255204
1900-06,-0.597869,-1.239561
1900-07,-0.590000,-1.224422
1900-08,-0.628000,-1.297529
1900-09,-0.452000,-0.958927
1900-10,-0.570033,-1.186007
1900-11,-0.692000,-1.420658
1900-12,-0.499000,-1.049349
1901-01,-0.380000,-0.820407
1901-02,-0.438000,-0.931992
1901-03,-0.623000,-1.287910
1901-04,-0.606489,-1.256145
1901-05,-0.590511,-1.225405
1901-06,-0.574000,-1.193640
1901-07,-0.506000,-1.062816
1901-08,-0.503000,-1.057044
1901-09,-0.660000,-1.359093
1901-10,-0.593000,-1.230193
1901-11,-0.840000,-1.705392
1901-12,-0.644000,-1.328311
1902-01,-0.556000,-1.159010
1902-02,-0.610000,-1.262899
1902-03,-0.360000,-0.781930
1902-04,-0.598000,-1.239813
1902-05,-0.524000,-1.097446
1902-06,-0.496000,-1.043577
1902-07,-0.415000,-0.887743
1902-08,-0.670000,-1.378332
1902-09,-0.479000,-1.010871
1902-10,-0.580000,-1.205183
1902-11,-0.649000,-1.337931
1902-12,-0.514000,-1.078207
1903-01,-0.510000,-1.070512
1903-02,-0.548000,-1.143619
1903-03,-0.475000,-1.003176
1903-04,-0.504000,-1.058968
1903-05,-0.470000,-0.993556
1903-06,-0.443000,-0.941612
1903-07,-0.393000,-0.845418
1903-08,-0.643000,-1.326387
1903-09,-0.391000,-0.841570
1903-10,-0.480016,-1.012827
1903-11,-0.572000,-1.189792
1903-12,-0.494000,-1.039729
1904-01,-0.493000,-1.037806
1904-02,-0.539000,-1.126304
1904-03,-0.490000,-1.032034
1904-04,-0.502000,-1.055121
1904-05,-0.515000,-1.080131
1904-06,-0.418000,-0.893515
1904-07,-0.481000,-1.014719
1904-08,-0.589000,-1.222498
1904-09,-0.479000,-1.010871
1904-10,-0.533000,-1.114761
1904-11,-0.485000,-1.022415
1904-12,-0.480000,-1.012795
1905-01,-0.501500,-1.054159
1905-02,-0.523000,-1.095522
1905-03,-0.400000,-0.858885
1905-04,-0.403000,-0.864657
1905-05,-0.459000,-0.972394
1905-06,-0.466000,-0.985861
1905-07,-0.400000,-0.858885
1905-08,-0.454924,-0.964552
1905-09,-0.509848,-1.070219
1905-10,-0.563000,-1.172477
1905-11,-0.556000,-1.159010
1905-12,-0.432000,-0.920449
1906-01,-0.428000,-0.912753
1906-02,-0.403000,-0.864657
1906-03,-0.345000,-0.753072
1906-04,-0.440000,-0.935840
1906-05,-0.393000,-0.845418
1906-06,-0.489000,-1.030110
1906-07,-0.505721,-1.062280
1906-08,-0.523000,-1.095522
1906-09,-0.523000,-1.095522
1906-10,-0.489000,-1.030110
1906-11,-0.594000,-1.232117
1906-12,-0.342000,-0.747300
1907-01,-0.564000,-1.174401
1907-02,-0.555000,-1.157086
1907-03,-0.466254,-0.986350
1907-04,-0.368000,-0.797321
1907-05,-0.390000,-0.839646
1907-06,-0.404000,-0.866580
1907-07,-0.479000,-1.010871
1907-08,-0.574000,-1.193640
1907-09,-0.514000,-1.078207
1907-10,-0.580000,-1.205183
1907-11,-0.440000,-0.935840
1907-12,-0.511000,-1.072435
1908-01,-0.539000,-1.126304
1908-02,-0.473000,-0.999328
1908-03,-0.395000,-0.849265
1908-04,-0.465000,-0.983937
1908-05,-0.444836,-0.945144
1908-06,-0.424000,-0.905058
1908-07,-0.448000,-0.951231
1908-08,-0.532000,-1.112837
1908-09,-0.550000,-1.147467
1908-10,-0.500000,-1.051273
1908-11,-0.623000,-1.287910
1908-12,-0.601000,-1.245585
1909-01,-0.520000,-1.089750
1909-02,-0.454000,-0.962774
1909-03,-0.421281,-0.899827
1909-04,-0.385056,-0.830135
1909-05,-0.350000,-0.762691
1909-06,-0.446000,-0.947383
1909-07,-0.459000,-0.972394
1909-08,-0.562000,-1.170553
1909-09,-0.544721,-1.137311
1909-10,-0.528000,-1.105141
1909-11,-0.471000,-0.995480
1909-12,-0.544000,-1.135923
1910-01,-0.410000,-0.878124
1910-02,-0.304000,-0.674192
1910-03,-0.335322,-0.734452
1910-04,-0.370000,-0.801169
1910-05,-0.350000,-0.762691
1910-06,-0.455000,-0.964698
1910-07,-0.429000,-0.914677
1910-08,-0.454500,-0.963736
1910-09,-0.480000,-1.012795
1910-10,-0.556000,-1.159010
1910-11,-0.485000,-1.022415
1910-12,-0.428000,-0.912753
1911-01,-0.325000,-0.714594
1911-02,-0.339000,-0.741528
1911-03,-0.224000,-0.520282
1911-04,-0.450000,-0.955079
1911-05,-0.325000,-0.714594
1911-06,-0.400000,-0.858885
1911-07,-0.261000,-0.591466
1911-08,-0.525000,-1.099370
1911-09,-0.545000,-1.137847
1911-10,-0.532000,-1.112837
1911-11,-0.646000,-1.332159
1911-12,-0.499000,-1.049349
1912-01,-0.492000,-1.035882
1912-02,-0.393000,-0.845418
1912-03,-0.359000,-0.780006
1912-04,-0.228000,-0.527978
1912-05,-0.308000,-0.681888
1912-06,-0.448000,-0.951231
1912-07,-0.498000,-1.047425
1912-08,-0.411000,-0.880048
1912-09,-0.573000,-1.191716
1912-10,-0.330000,-0.724213
1912-11,-0.371000,-0.803092
1912-12,-0.484000,-1.020491
1913-01,-0.558000,-1.162858
1913-02,-0.286000,-0.639563
1913-03,-0.385000,-0.830027
1913-04,-0.269000,-0.606857
1913-05,-0.501000,-1.053197
1913-06,-0.439000,-0.933916
1913-07,-0.415000,-0.887743
1913-08,-0.436000,-0.928145
1913-09,-0.493000,-1.037806
1913-10,-0.516115,-1.082276
1913-11,-0.540000,-1.128228
1913-12,-0.471148,-0.995764
1914-01,-0.400000,-0.858885
1914-02,-0.343000,-0.749224
1914-03,-0.308000,-0.681888
1914-04,-0.398459,-0.855920
1914-05,-0.486000,-1.024338
1914-06,-0.278000,-0.624172
1914-07,-0.378000,-0.816560
1914-08,-0.489000,-1.030110
1914-09,-0.322000,-0.708822
1914-10,-0.443000,-0.941612
1914-11,-0.350000,-0.762691
1914-12,-0.420000,-0.897362
1915-01,-0.235000,-0.541445
1915-02,-0.233000,-0.537597
1915-03,-0.374000,-0.808864
1915-04,-0.269000,-0.606857
1915-05,-0.301000,-0.668421
1915-06,-0.261000,-0.591466
1915-07,-0.471000,-0.995480
1915-08,-0.363000,-0.787701
1915-09,-0.351000,-0.764615
1915-10,-0.582000,-1.209031
1915-11,-0.529000,-1.107065
1915-12,-0.578000,-1.201335
1916-01,-0.411000,-0.880048
1916-02,-0.306000,-0.678040
1916-03,-0.224000,-0.520282
1916-04,-0.330000,-0.724213
1916-05,-0.212000,-0.497196
1916-06,-0.470000,-0.993556
1916-07,-0.520000,-1.089750
1916-08,-0.412000,-0.881971
1916-09,-0.423180,-0.903481
1916-10,-0.434000,-0.924297
1916-11,-0.589000,-1.222498
1916-12,-0.412000,-0.881971
1917-01,-0.483000,-1.018567
1917-02,-0.299000,-0.664573
1917-03,-0.304000,-0.674192
1917-04,-0.339066,-0.741654
1917-05,-0.373000,-0.806940
1917-06,-0.375541,-0.811829
1917-07,-0.378000,-0.816560
1917-08,-0.436000,-0.928145
1917-09,-0.494000,-1.039729
1917-10,-0.474820,-1.002829
1917-11,-0.455000,-0.964698
1917-12,-0.460000,-0.974318
1918-01,-0.429000,-0.914677
1918-02,-0.398000,-0.855037
1918-03,-0.370000,-0.801169
1918-04,-0.411000,-0.880048
1918-05,-0.164000,-0.404849
1918-06,-0.336000,-0.735757
1918-07,-0.419000,-0.895439
1918-08,-0.370000,-0.801169
1918-09,-0.413000,-0.883895
1918-10,-0.428000,-0.912753
1918-11,-0.353000,-0.768463
1918-12,-0.323000,-0.710746
1919-01,-0.400000,-0.858885
1919-02,-0.378000,-0.816560
1919-03,-0.334000,-0.731909
1919-04,-0.383803,-0.827724
1919-05,-0.432000,-0.920449
1919-06,-0.219000,-0.510663
1919-07,-0.221000,-0.514511
1919-08,-0.396000,-0.851189
1919-09,-0.385328,-0.830657
1919-10,-0.375000,-0.810788
1919-11,-0.146000,-0.370220
1919-12,-0.283000,-0.633791
1920-01,-0.360000,-0.781930
1920-02,-0.398000,-0.855037
1920-03,-0.430000,-0.916601
1920-04,-0.278000,-0.624172
1920-05,-0.361000,-0.783854
1920-06,-0.431000,-0.918525
1920-07,-0.393000,-0.845418
1920-08,-0.452000,-0.958927
1920-09,-0.248000,-0.566455
1920-10,-0.313902,-0.693242
1920-11,-0.382000,-0.824255
1920-12,-0.381348,-0.823000
1921-01,-0.380674,-0.821704
1921-02,-0.380000,-0.820407
1921-03,-0.170000,-0.416393
1921-04,-0.241000,-0.552988
1921-05,-0.373000,-0.806940
1921-06,-0.322000,-0.708822
1921-07,-0.401000,-0.860809
1921-08,-0.350000,-0.762691
1921-09,-0.299000,-0.664573
1921-10,-0.389492,-0.838668
1921-11,-0.483000,-1.018567
1921-12,-0.310000,-0.685736
1922-01,-0.378000,-0.816560
1922-02,-0.339000,-0.741528
1922-03,-0.328000,-0.720366
1922-04,-0.342000,-0.747300
1922-05,-0.275000,-0.618400
1922-06,-0.363000,-0.787701
1922-07,-0.299000,-0.664573
1922-08,-0.349000,-0.760767
1922-09,-0.381000,-0.822331
1922-10,-0.441000,-0.937764
1922-11,-0.410000,-0.878124
1922-12,-0.281000,-0.629943
1923-01,-0.275000,-0.618400
1923-02,-0.368000,-0.797321
1923-03,-0.263000,-0.595313
1923-04,-0.203000,-0.479881
1923-05,-0.402000,-0.862733
1923-06,-0.243000,-0.556836
1923-07,-0.363000,-0.787701
1923-08,-0.289000,-0.645334
1923-09,-0.413000,-0.883895
1923-10,-0.445951,-0.947289
1923-11,-0.480000,-1.012795
1923-12,-0.330000,-0.724213
1924-01,-0.284000,-0.635715
1924-02,-0.245250,-0.561165
1924-03,-0.209000,-0.491424
1924-04,-0.385000,-0.830027
1924-05,-0.263000,-0.595313
1924-06,-0.373000,-0.806940
1924-07,-0.352000,-0.766539
1924-08,-0.320000,-0.704975
1924-09,-0.410000,-0.878124
1924-10,-0.378000,-0.816560
1924-11,-0.259000,-0.587618
1924-12,-0.370000,-0.801169
1925-01,-0.228000,-0.527978
1925-02,-0.218542,-0.509782
1925-03,-0.210000,-0.493348
1925-04,-0.130000,-0.339438
1925-05,-0.445000,-0.945459
1925-06,-0.329000,-0.722289
1925-07,-0.243000,-0.556836
1925-08,-0.330000,-0.724213
1925-09,-0.301000,-0.668421
1925-10,-0.385000,-0.830027
1925-11,-0.322000,-0.708822
1925-12,-0.322000,-0.708822
1926-01,-0.191000,-0.456794
1926-02,-0.238000,-0.547216
1926-03,-0.212000,-0.497196
1926-04,-0.264000,-0.597237
1926-05,-0.276000,-0.620324
1926-06,-0.289000,-0.645334
1926-07,-0.250000,-0.570303
1926-08,-0.340000,-0.743452
1926-09,-0.300000,-0.666497
1926-10,-0.160000,-0.397154
1926-11,-0.190244,-0.455340
1926-12,-0.219512,-0.511648
1927-01,-0.249756,-0.569834
1927-02,-0.280000,-0.628019
1927-03,-0.391000,-0.841570
1927-04,-0.302000,-0.670345
1927-05,-0.291451,-0.650049
1927-06,-0.280549,-0.629076
1927-07,-0.270000,-0.608781
1927-08,-0.158000,-0.393306
1927-09,-0.284000,-0.635715
1927-10,-0.263344,-0.595976
1927-11,-0.242000,-0.554912
1927-12,-0.242984,-0.556804
1928-01,-0.244000,-0.558760
1928-02,-0.175000,-0.426012
1928-03,-0.336000,-0.735757
1928-04,-0.261295,-0.592033
1928-05,-0.189000,-0.452946
1928-06,-0.270000,-0.608781
1928-07,-0.210000,-0.493348
1928-08,-0.100000,-0.281721
1928-09,-0.285000,-0.637639
1928-10,-0.285000,-0.637639
1928-11,-0.334000,-0.731909
1928-12,-0.346000,-0.754995
1929-01,-0.186000,-0.447175
1929-02,-0.295000,-0.656878
1929-03,-0.202000,-0.477957
1929-04,-0.238000,-0.547216
1929-05,-0.170000,-0.416393
1929-06,-0.196000,-0.466414
1929-07,-0.164000,-0.404849
1929-08,-0.312000,-0.689584
1929-09,-0.343000,-0.749224
1929-10,-0.373000,-0.806940
1929-11,-0.323000,-0.710746
1929-12,-0.238000,-0.547216
1930-01,-0.264000,-0.597237
1930-02,-0.290000,-0.647258
1930-03,-0.130000,-0.339438
1930-04,-0.146262,-0.370724
1930-05,-0.162000,-0.401002
1930-06,-0.062000,-0.208614
1930-07,-0.299000,-0.664573
1930-08,-0.360000,-0.781930
1930-09,-0.421000,-0.899286
1930-10,-0.324115,-0.712891
1930-11,-0.224000,-0.520282
1930-12,-0.262000,-0.593390
1931-01,-0.209000,-0.491424
1931-02,-0.296000,-0.658801
1931-03,0.009000,-0.072018
1931-04,-0.169000,-0.414469
1931-05,-0.176000,-0.427936
1931-06,-0.144000,-0.366372
1931-07,-0.188000,-0.451023
1931-08,-0.232000,-0.535673
1931-09,-0.234033,-0.539584
1931-10,-0.236000,-0.543369
1931-11,-0.115000,-0.310579
1931-12,-0.139000,-0.356752
1932-01,-0.094000,-0.270178
1932-02,-0.236000,-0.543369
1932-03,-0.255000,-0.579922
1932-04,-0.178000,-0.431784
1932-05,-0.170000,-0.416393
1932-06,-0.104000,-0.289417
1932-07,-0.351000,-0.764615
1932-08,-0.118000,-0.316351
1932-09,-0.270000,-0.608781
1932-10,-0.300000,-0.666497
1932-11,-0.340000,-0.743452
1932-12,-0.369000,-0.799245
1933-01,-0.145000,-0.368296
1933-02,-0.179000,-0.433708
1933-03,-0.269000,-0.606857
1933-04,-0.261000,-0.591466
1933-05,-0.191000,-0.456794
1933-06,-0.048000,-0.181680
1933-07,-0.226000,-0.524130
1933-08,-0.350000,-0.762691
1933-09,-0.266000,-0.601085
1933-10,-0.274000,-0.616476
1933-11,-0.461000,-0.976241
1933-12,-0.230000,-0.531825
1934-01,-0.218000,-0.508739
1934-02,-0.118000,-0.316351
1934-03,-0.010000,-0.108572
1934-04,-0.060000,-0.204766
1934-05,-0.175000,-0.426012
1934-06,-0.259000,-0.587618
1934-07,0.011000,-0.068171
1934-08,-0.214000,-0.501043
1934-09,-0.235000,-0.541445
1934-10,-0.244000,-0.558760
1934-11,-0.219000,-0.510663
1934-12,-0.226869,-0.525802
1935-01,-0.235000,-0.541445
1935-02,-0.210000,-0.493348
1935-03,-0.150000,-0.377915
1935-04,-0.180000,-0.435632
1935-05,-0.200000,-0.474109
1935-06,-0.152000,-0.381763
1935-07,-0.205000,-0.483728
1935-08,-0.088000,-0.258635
1935-09,-0.438000,-0.931992
1935-10,-0.144000,-0.366372
1935-11,-0.124000,-0.327894
1935-12,-0.371000,-0.803092
1936-01,-0.277000,-0.622248
1936-02,-0.183000,-0.441403
1936-03,-0.185900,-0.446982
1936-04,-0.189000,-0.452946
1936-05,-0.221000,-0.514511
1936-06,-0.009000,-0.106648
1936-07,-0.099000,-0.279797
1936-08,-0.096000,-0.274026
1936-09,-0.158000,-0.393306
1936-10,-0.311000,-0.687660
1936-11,-0.256000,-0.581846
1936-12,-0.155000,-0.387535
1937-01,-0.266000,-0.601085
1937-02,-0.086000,-0.254787
1937-03,-0.143000,-0.364448
1937-04,-0.146000,-0.370220
1937-05,-0.065000,-0.214385
1937-06,-0.129541,-0.338554
1937-07,-0.192000,-0.458718
1937-08,-0.095000,-0.272102
1937-09,-0.291000,-0.649182
1937-10,-0.224607,-0.521449
1937-11,-0.156000,-0.389458
1937-12,-0.209000,-0.491424
1938-01,-0.220500,-0.513549
1938-02,-0.232000,-0.535673
1938-03,-0.039000,-0.164365
1938-04,-0.120000,-0.320199
1938-05,-0.153000,-0.383687
1938-06,-0.045000,-0.175908
1938-07,-0.209000,-0.491424
1938-08,-0.290000,-0.647258
1938-09,-0.219869,-0.512334
1938-10,-0.152000,-0.381763
1938-11,-0.295000,-0.656878
1938-12,-0.033000,-0.152821
1939-01,-0.314000,-0.693431
1939-02,0.014000,-0.062399
1939-03,-0.086000,-0.254787
1939-04,-0.103000,-0.287493
1939-05,-0.144000,-0.366372
1939-06,-0.086000,-0.254787
1939-07,-0.145000,-0.368296
1939-08,-0.078000,-0.239396
1939-09,-0.175000,-0.426012
1939-10,-0.178000,-0.431784
1939-11,-0.211000,-0.495272
1939-12,-0.170000,-0.416393
1940-01,-0.112000,-0.304808
1940-02,-0.248000,-0.566455
1940-03,-0.200000,-0.474109
1940-04,-0.025000,-0.137430
1940-05,-0.080000,-0.243244
1940-06,-0.122000,-0.324047
1940-07,-0.130000,-0.339438
1940-08,-0.128000,-0.335590
1940-09,-0.216000,-0.504891
1940-10,-0.241000,-0.552988
1940-11,-0.156000,-0.389458
1940-12,-0.231000,-0.533749
1941-01,-0.094000,-0.270178
1941-02,-0.240000,-0.551064
1941-03,0.001000,-0.087409
1941-04,-0.029492,-0.146072
1941-05,-0.059000,-0.202842
1941-06,-0.019000,-0.125887
1941-07,0.012000,-0.066247
1941-08,-0.064000,-0.212462
1941-09,-0.310000,-0.685736
1941-10,-0.271000,-0.610704
1941-11,-0.211000,-0.495272
1941-12,-0.140000,-0.358676
1942-01,-0.075000,-0.233624
1942-02,-0.148000,-0.374067
1942-03,-0.056000,-0.197071
1942-04,-0.124000,-0.327894
1942-05,-0.118000,-0.316351
1942-06,-0.199000,-0.472185
1942-07,-0.185000,-0.445251
1942-08,-0.243000,-0.556836
1942-09,-0.230000,-0.531825
1942-10,-0.074000,-0.231700
1942-11,-0.230000,-0.531825
1942-12,0.079000,0.062653
1943-01,-0.066000,-0.216309
1943-02,-0.065000,-0.214385
1943-03,-0.129000,-0.337514
1943-04,-0.116803,-0.314049
1943-05,-0.105000,-0.291341
1943-06,-0.066000,-0.216309
1943-07,-0.098459,-0.278757
1943-08,-0.132000,-0.343285
1943-09,-0.050000,-0.185527
1943-10,-0.204000,-0.481805
1943-11,-0.143000,-0.364448
1943-12,0.021000,-0.048932
1944-01,-0.145000,-0.368296
1944-02,0.076000,0.056881
1944-03,0.007000,-0.075866
1944-04,-0.090000,-0.262482
1944-05,-0.039836,-0.165973
1944-06,0.012000,-0.066247
1944-07,-0.040000,-0.166288
1944-08,-0.114500,-0.309617
1944-09,-0.189000,-0.452946
1944-10,-0.160000,-0.397154
1944-11,-0.109689,-0.300361
1944-12,-0.061000,-0.206690
1945-01,-0.070000,-0.224005
1945-02,-0.037949,-0.162343
1945-03,-0.009000,-0.106648
1945-04,0.017000,-0.056627
1945-05,0.007000,-0.075866
1945-06,0.031000,-0.029693
1945-07,-0.013000,-0.114344
1945-08,-0.070000,-0.224005
1945-09,-0.126000,-0.331742
1945-10,-0.260000,-0.589542
1945-11,-0.085000,-0.252863
1945-12,-0.083000,-0.249015
1946-01,-0.116500,-0.313465
1946-02,-0.150000,-0.377915
1946-03,-0.115000,-0.310579
1946-04,0.060000,0.026099
1946-05,-0.030000,-0.147050
1946-06,0.010000,-0.070095
1946-07,-0.066000,-0.216309
1946-08,-0.090000,-0.262482
1946-09,-0.035000,-0.156669
1946-10,-0.160000,-0.397154
1946-11,-0.101000,-0.283645
1946-12,-0.126000,-0.331742
1947-01,-0.098000,-0.277873
1947-02,-0.062000,-0.208614
1947-03,-0.001000,-0.091257
1947-04,-0.049000,-0.183603
1947-05,0.084000,0.072273
1947-06,-0.106000,-0.293264
1947-07,-0.073000,-0.229776
1947-08,-0.078728,-0.240797
1947-09,-0.084457,-0.251817
1947-10,-0.090000,-0.262482
1947-11,-0.144885,-0.368075
1947-12,-0.198000,-0.470261
1948-01,-0.032000,-0.150897
1948-02,0.044000,-0.004683
1948-03,-0.001000,-0.091257
1948-04,0.085000,0.074196
1948-05,-0.048000,-0.181680
1948-06,0.089000,0.081892
1948-07,0.136000,0.172314
